miRNA	T47D	COLO205	HCC_2998	HCT_15	KM12	NCI_H322M	OVCAR_3	OVCAR_4	HCT_116	HT29	MCF7	BT_549	HS578T	MDA_MB_231	SF_268	SF_295	SF_539	SNB_19	SNB_75	U251	SW_620	HOP_62	HOP_92	NCI_H23	NCI_H522	CCRF_CEM	HL_60	MOLT_4	SR	LOXIMVI	M14	MDA_MB_435	SK_MEL_28	UACC_62	IGROV1	NCI_ADR_RES	OVCAR_5	OVCAR_8	PC_3	786_0	A498	ACHN	RXF_393	SN12C	TK_10	CAKI_1	K_562	SK_MEL_2
hsa-miR-330-3p|MIMAT0000751	6.285601189	6.173128369	6.162784512	6.390012105	6.338002082	6.263509683	6.218869137	6.203970085	6.369863767	6.35952499	6.21298148	6.146934984	6.190148499	6.223063432	6.19030029	6.092247839	6.170232443	6.15398578	NA	6.106153278	6.206222017	6.288526565	6.16440851	6.267260233	6.591449986	6.200187151	6.084254641	6.267783277	6.224133671	6.334088898	6.157551999	6.181892405	6.259475664	6.324519972	6.209599964	6.211970759	6.252946425	6.161318732	6.160145598	6.265338762	6.18758614	6.163752535	6.156196513	6.163124857	6.172911504	6.160007397	6.181695006	6.202273007
hsa-miR-330-5p|MIMAT0004693	6.384320564	6.399855717	6.429354694	6.518257303	6.450321635	6.491531483	6.390407327	6.449603374	6.498805048	6.482003533	6.510777682	6.474632318	6.478189021	6.496606427	6.496943502	6.384764359	6.40065153	6.460463917	6.369655384	6.461076824	6.50427042	6.491662219	6.579662722	6.499633905	6.460890652	6.800400454	6.447948446	6.451466467	6.537568407	6.442781824	6.540649911	6.506693593	6.384491482	6.427405356	6.406509599	6.393997448	6.434171434	6.469153134	6.433460591	6.507646055	6.385321284	6.624274426	6.381583751	6.455326653	6.354791784	6.445995627	6.497722193	6.44459881
hsa-miR-331-3p|MIMAT0000760	6.971599234	6.719853125	6.727771125	6.969283499	7.081886731	7.085522243	6.818521043	6.603724367	6.975884993	7.039364742	6.965487945	6.701989428	6.495297183	6.848034905	6.841101727	6.510978777	6.600144671	6.616933824	6.491954037	6.697183029	6.925218941	6.659153549	6.628132767	6.753001537	7.363510247	6.344494644	6.647393449	6.899766723	6.58906249	6.713882616	6.520666262	6.533428439	6.573757739	6.607430988	6.730725524	6.794150938	6.762320386	6.69821989	6.943265272	6.702754534	6.645749294	6.87000942	6.612167553	6.656192967	6.635197467	6.598118841	6.546773113	6.729006918
hsa-miR-331-5p|MIMAT0004700	6.358830725	6.303867409	6.201895302	6.309708184	6.329375003	6.289674627	6.273364513	6.188418997	6.237468683	6.25441809	6.3548954	6.283460845	6.155827717	6.233861284	6.185037994	6.160257253	6.144901768	6.219554884	6.152529925	6.152545391	6.321650102	6.218872397	6.194266837	6.165489937	6.139178726	6.359318519	6.184465961	6.213246915	6.18086991	6.231358194	6.161836902	6.227652015	6.231319132	6.140048683	6.179555847	6.162949279	6.173720247	6.213231795	6.2587125	6.263799515	6.200125763	6.189101678	NA	6.185899007	6.195967816	6.06981023	6.129505388	6.201208807
hsa-miR-335-5p|MIMAT0000765	6.415612385	7.481344056	7.645767498	7.292099256	7.67330868	6.507298603	8.564237164	7.501722864	7.228544035	7.835942365	7.874697867	6.924632932	6.726402719	7.090147287	8.239675242	6.826349621	6.543795246	7.368196004	6.85074871	7.923781868	8.129190273	7.283254717	7.816305615	7.150475529	6.594115208	6.280872773	6.660888172	6.637694514	6.657222081	6.511963542	6.667503097	6.50217013	6.450356655	6.434817689	7.108660286	7.294947858	6.942900088	7.533298244	7.153906404	6.524535094	6.473803211	6.670303219	6.584657121	8.162083168	6.572469207	6.618777343	6.629449948	6.494831177
hsa-miR-337-5p|MIMAT0004695	6.311890142	6.384252115	6.340562463	6.378801626	6.343024958	6.346206701	6.456422646	6.381189206	6.387978164	6.344506169	6.399498573	7.047323713	7.023527829	6.419358609	6.622733286	7.460415243	6.732361784	6.415167893	8.059193058	7.331998939	6.438675347	6.548935661	6.403711183	6.598358444	6.364738978	6.287337436	6.290907145	6.395485653	6.409527816	6.356837392	6.380114492	6.687440234	6.310698386	6.346682613	6.32074098	6.266305395	6.327991301	6.310579195	6.290235919	6.307707749	6.309345955	6.896245175	6.321577493	6.355663532	6.277711149	6.355733559	6.391151256	6.374614403
hsa-miR-338-3p|MIMAT0000763	6.735157274	6.765312184	8.882609954	7.145369319	6.762069599	6.708353227	6.746740757	6.641565558	6.8385276	8.56135263	7.385274046	6.702123436	6.827742416	6.909838338	6.878098927	6.664744306	6.510431507	6.785128763	7.061178614	6.707331529	6.813895959	6.738032642	6.938493736	6.91080699	7.186179653	6.560623991	6.655370984	6.61707135	6.874345372	6.627259223	6.82445081	6.730008994	6.749566622	6.935402469	6.63867161	6.619208061	7.328209337	6.781928406	6.647531006	6.762994994	6.763776593	6.629216176	6.603945109	6.809214092	6.60047759	6.567111384	6.795045992	7.300693346
hsa-miR-338-5p|MIMAT0004701	6.55604432	6.686122796	6.819847335	6.744107377	6.648030207	6.622280415	6.61940808	6.654454358	6.735401586	6.830727997	6.748610771	6.670660255	6.961457576	6.755739016	6.774239956	6.671596528	6.899058886	6.780994722	6.763438595	6.72263711	6.601720931	6.774142335	6.873162337	6.828236085	6.777783514	6.319975672	6.628342227	6.629993226	6.826927876	6.639315778	6.81065138	6.640742982	6.589496541	6.60223253	6.599695574	6.669955526	6.608029451	6.63799922	6.622640564	6.691754943	6.713280804	6.613517612	6.59259239	6.7096359	6.586659216	6.707655202	6.737121378	6.706169847
hsa-miR-339-3p|MIMAT0004702	6.728161209	6.533533742	6.580042088	6.653605398	6.583696918	6.830829628	6.508617584	6.467347772	6.581880869	6.645583811	6.781231323	6.644167642	6.407107367	6.417639279	6.490054158	6.613420196	6.758049726	6.628224042	6.54835565	6.959871401	6.543837428	6.435572196	6.51813107	6.621840536	6.567490604	6.139973935	6.463492342	6.370127807	6.404692	6.465293072	6.487197412	6.521694797	6.54916703	6.483918942	6.557252774	6.505851565	6.789149177	6.612616404	6.588410984	6.637927673	6.44383499	6.64618721	6.532696836	6.542697626	6.596738793	6.446314295	6.472336449	6.667025208
hsa-miR-339-5p|MIMAT0000764	6.743512896	6.520424972	6.610523459	6.567721474	6.579648516	6.874071662	6.609510525	6.540596518	6.67336085	6.708926609	6.91933277	6.664833524	6.485910807	6.4918989	6.780103259	6.62953462	6.687987561	6.709141489	6.546462652	6.909352243	6.716777344	6.573797071	6.675833999	6.952999975	6.851149202	6.376782242	6.815250583	6.49985217	6.573601272	6.498344914	6.592116906	6.429639644	6.478922858	6.510055288	6.558220449	6.400852007	6.756729242	6.511757069	6.596682108	6.669720502	6.684787832	6.611525741	6.593000579	6.586966652	6.584463759	6.495754814	6.632244559	6.90684029
hsa-miR-33a-5p|MIMAT0000091	6.310181682	6.482335632	6.482178997	6.623133524	6.827508062	6.581102057	6.290099181	6.505278434	6.589752429	6.663361023	6.583012093	6.497527811	6.521936937	6.569411442	6.48052523	6.449502807	6.405061974	6.472103014	6.410186893	6.419654075	6.826017474	6.477069453	6.489819303	6.471174524	6.654149498	6.729963299	6.33617868	6.49714857	6.46084922	6.404203579	6.542752596	6.54733314	6.504418878	6.376297509	6.478676762	6.364574608	6.472907386	6.479854537	6.423307743	6.477782266	6.271107864	6.404677334	6.374520708	6.519297298	6.39198349	6.42812088	6.463336426	6.450638147
hsa-miR-33b-5p|MIMAT0003301	6.500431036	6.680196679	6.443461325	6.362507598	6.720728536	6.669765384	6.50181589	6.386865574	6.600552679	6.502923352	6.64870064	6.272448525	6.252692685	6.268266864	6.266943651	6.274739063	6.228312346	6.280289982	6.204779387	6.606421842	6.66480966	6.276934545	6.325197602	6.272835977	6.265745341	6.344724709	6.183578938	6.295698831	6.276308685	6.263735097	6.285095227	6.308179004	6.274229984	6.431894608	6.344631573	6.191811259	6.505790154	6.300586924	6.3413661	6.279024598	6.383849726	6.4070821	6.303627004	6.747583234	6.342831548	6.248840569	6.274319218	6.278874286
hsa-miR-340-3p|MIMAT0000750	7.451470768	7.680764923	7.623667251	7.84403104	7.750695418	7.997840593	7.41419902	7.95675373	7.804765027	7.688724746	8.184107497	7.455318669	7.31667392	7.5343619	7.317996489	7.778021141	7.419178018	7.673665109	7.41485828	7.598559877	7.595425639	7.552070998	7.441405732	7.328849768	7.383598466	7.291484565	6.910025913	6.926605508	6.893591378	7.216964247	8.05176631	8.316246216	7.668114606	7.654983895	7.59668345	7.982143015	7.436448724	8.046561174	7.675517949	7.657342552	6.998627493	7.695566312	7.281145132	7.438038232	7.161196731	7.225393255	7.669953102	7.569566696
hsa-miR-342-3p|MIMAT0000753	7.292025924	6.284516966	6.171205987	6.163611187	6.176840213	7.341102116	7.348209638	6.918028153	6.697533817	6.115636794	8.362868749	7.427173628	6.921523271	6.531800575	8.172374679	6.653199035	6.682592483	6.632605948	6.893086525	6.783488556	6.281393286	6.801940049	6.205483604	7.132300023	9.077586901	8.035143981	7.816042814	9.0095627	6.637638471	6.8092626	6.298281371	6.717341021	6.469060792	6.764671803	6.97099024	7.133581657	6.125158454	7.057224934	7.331915334	7.096607842	6.518090657	6.705080851	6.596999113	6.776664998	6.650784288	6.326188737	7.018392965	6.672131786
hsa-miR-345-5p|MIMAT0000772	6.917657547	6.636093785	6.617511866	6.788693918	6.705883036	7.075922091	7.019459761	7.026902818	6.949516082	7.283157087	7.349992786	6.987397164	6.525793676	6.709212447	6.869251136	6.664857013	6.617144687	6.603810127	6.67578416	6.694084407	6.938965081	6.717583343	6.492782358	6.622859976	8.45039598	6.598077341	7.072506714	7.133138416	6.480156514	6.419608584	6.574087938	6.591663448	6.702048697	6.734794171	7.196517342	6.50168025	6.719971028	6.530519991	6.840618804	6.719405625	6.52757027	6.516551712	6.559178331	6.571799364	6.476973754	6.379218315	6.461810739	6.768161047
hsa-miR-346|MIMAT0000773	6.313490002	6.441015018	6.486652432	6.432288839	6.483868911	6.515365944	6.439847136	6.521384121	6.496320124	6.50127079	6.511900605	6.492167255	6.68519265	6.518682884	6.472846438	6.483076303	6.458248219	6.50552799	6.422366746	6.441477514	6.5941494	6.488096913	6.437451819	6.472767084	6.435334301	6.730065892	6.399118027	6.420906471	6.401881093	6.409346505	6.462877405	6.515786109	6.499596472	6.41849816	6.417156054	6.526828828	6.466076919	6.658250683	6.493641593	6.489131856	6.427175585	6.536580369	6.380996757	6.42287874	6.383346164	6.386393614	6.439142746	6.470541782
hsa-miR-34a-5p|MIMAT0000255	7.783738935	7.888528193	6.511495286	7.321368809	6.990992119	8.075450571	7.20691276	7.36834323	7.931835209	7.674127213	7.921856882	6.74240434	6.569624149	6.700454552	6.545832028	6.517912392	6.641964039	6.666527385	6.993574504	6.926303148	6.911470316	7.110921818	7.246828938	7.568537611	6.498233008	6.542969378	6.424065908	6.738233289	6.573142319	7.331298447	6.642599256	6.51056246	7.973919135	7.909935423	8.253104004	6.489534866	7.080765929	6.642374839	6.672970953	6.904018982	7.065661017	8.754509508	7.444563133	6.566969662	7.123648977	7.317588986	6.561078617	6.863650686
hsa-miR-34b-5p|MIMAT0000685	6.396036834	6.40820363	6.275879029	6.35096694	6.288331669	6.425473072	6.399150257	6.32150331	6.323826392	6.329312716	6.335432134	6.277960349	6.332719037	6.384718688	6.275009597	6.242458522	6.286293784	6.293180562	6.454267168	6.300990966	6.393432941	6.319001793	6.454968491	6.341024753	6.295911666	6.1137488	6.201927555	6.263054133	6.304618413	6.262440567	6.336491975	6.266039578	6.231460247	6.228318571	6.21394613	6.491085879	6.245343396	7.113962892	6.297819964	6.236337968	6.39370533	7.388071726	6.260530103	6.345884854	6.27317598	6.324947194	6.280015153	6.461832811
hsa-miR-34c-5p|MIMAT0000686	6.379966114	6.284890161	6.384638673	6.426424994	6.402521833	6.49147524	6.564864161	6.449328927	6.434646652	6.44098007	6.429094695	6.388975246	6.467662944	6.539817897	6.387871042	6.384738196	6.360886855	6.42856983	6.62105786	6.411798955	6.384857904	6.499584342	6.738320991	6.484812564	6.386980786	6.459519413	6.295899769	6.409833966	6.448576642	6.389256518	6.461884246	6.394913341	6.395610007	6.363251268	6.411540973	6.548598301	6.315538984	7.134298803	6.398712365	6.406267255	6.420974314	7.824862665	6.414207823	6.548398877	6.428681605	6.473126156	6.500158384	6.599057585
hsa-miR-361-3p|MIMAT0004682	6.57404697	6.778559909	6.7225164	6.718322015	6.714160982	6.714395018	6.653562434	6.688442224	6.678105277	6.646727748	6.704916497	6.712371903	6.709783704	6.817323695	6.772011197	6.632758459	6.616895211	6.761256598	6.595351928	6.723450744	6.701811366	6.722131268	6.901633681	6.959100322	6.742208909	6.328766456	6.662445716	6.688697441	6.839119476	6.670704689	6.862607996	6.711707457	6.674134586	6.613063005	6.625427364	6.525698951	6.661175868	6.580468234	6.649321492	6.66131503	6.67189876	6.647108194	6.615705505	6.705901651	6.600095909	6.679154636	6.653972324	6.957777799
hsa-miR-361-5p|MIMAT0000703	7.593286909	8.235769683	8.047486911	8.1687643	7.980961006	8.485954709	8.395751171	8.487681076	7.987469413	8.3843776	7.975351215	8.429330491	7.919445778	8.398071855	7.955235067	8.109685409	8.191097782	8.597596745	8.194981275	9.022367325	9.100067562	8.473135932	8.659220302	8.885051931	8.969058164	7.760207893	8.251167104	8.248568289	7.30158414	7.840033976	8.978447575	8.362162765	7.676362664	8.125343072	8.138603479	8.397313512	8.094817915	8.059111416	8.687108427	8.180843698	7.444903626	7.916406942	7.839969099	8.480394045	7.559540426	7.743981451	7.739387332	8.954848847
hsa-miR-362-3p|MIMAT0004683	6.56723047	6.640621835	7.005868548	6.698564084	7.211086149	6.960960865	6.444886202	6.616632584	6.993605717	6.425986715	6.510902738	7.071361162	6.374938381	6.393680352	6.473684914	6.569862563	6.507664585	6.626248414	6.687501975	6.62024014	6.729061269	6.441708138	6.507210247	6.597116449	7.116761209	6.5182421	6.484922059	6.613442497	6.441725838	6.526247115	7.449761596	7.228056425	7.239693746	6.977954613	6.650593195	6.382116334	6.572319568	6.50353137	6.782131493	6.538126382	6.231613772	6.483747474	6.515571326	6.833009038	6.309458928	6.350422705	6.748869734	7.270663237
hsa-miR-362-5p|MIMAT0000705	6.590619516	6.588619041	6.542698477	6.545449275	6.799383534	6.677787373	6.39120996	6.513061281	6.517856196	6.553979261	6.558301305	6.783414603	6.590788147	6.520189821	6.654647466	6.468372986	6.426658733	6.552358356	6.455602881	6.438858631	6.684935547	6.434716616	6.568832019	6.588032214	6.907975204	6.804027222	6.473732347	6.549285284	6.521060855	6.467064197	6.812441557	6.741172731	6.6321146	6.697692831	6.505007642	6.389691305	6.514885813	6.487781318	6.562977688	6.541394199	6.412050268	6.447870892	6.477843853	6.550963895	6.536916198	6.429185633	6.582617314	6.764268758
hsa-miR-363-3p|MIMAT0000707	10.56789883	10.7126439	9.90345207	9.964404104	10.04770103	9.904906393	11.41636778	10.49197146	9.691985564	10.24381387	10.1339471	9.064644366	10.0853024	9.99654261	10.99766552	10.24104828	9.918550756	10.27480053	9.331372983	10.14591714	10.35450063	10.15334135	10.14732156	10.12102349	10.89682613	9.927338092	11.06173769	10.94441489	9.68725967	8.875766463	10.06513537	10.81840807	9.097097847	10.08342611	10.19822532	10.75063032	9.879746354	9.564571438	9.771147273	9.91146192	12.97050008	10.6804492	9.166528799	9.480289188	8.550323128	8.917552433	9.276945243	10.49108791
hsa-miR-365a-3p|MIMAT0000710	9.255422972	7.030400002	7.507145342	8.217430426	7.544022439	10.01337339	7.726694413	8.374189715	7.636888337	8.542140384	9.128690752	8.329670214	8.505234432	7.566644129	8.510089384	7.314157158	8.8224956	7.694833023	7.907351142	7.680224996	7.078077221	8.786799683	8.798577141	8.705579004	8.290592523	6.377158325	6.578273302	6.654888412	6.649566316	8.053113603	8.921819599	7.705873757	7.32309259	7.943141213	7.9424691	9.325301942	7.957704596	9.106185816	7.697505894	9.363974839	9.052632043	8.229843754	9.093684047	8.783686613	7.401956939	7.804887255	7.642444049	8.238644687
hsa-miR-367-3p|MIMAT0000719	6.294281862	6.355881225	6.449692584	6.488248707	6.531993378	6.548756652	6.302134655	6.515676857	6.494652439	6.540997561	6.602037595	6.528316035	6.60896595	6.631417591	6.57624617	6.444491393	6.414462053	6.531988852	6.404277994	6.426767658	6.614622756	6.534534335	6.555113142	6.581124998	6.55124567	6.623744723	6.371866742	6.475433111	6.582713185	6.429138529	6.531275832	6.431879777	6.462766158	6.439857723	9.583878273	6.385513768	6.466268392	6.464381578	6.472945243	6.508882406	6.304748498	6.486714862	6.421330328	6.48064602	6.471568239	6.475574461	6.502104093	6.516762662
hsa-miR-369-3p|MIMAT0000721	6.37907912	6.314014744	6.25019563	6.286611523	6.262736161	6.291957543	6.362659415	6.274666925	6.278812943	6.242869044	6.293217405	6.569205836	6.525096457	6.2786765	6.366558489	6.664253652	6.3806061	6.361472656	6.848224714	6.58884604	6.355565326	6.329440288	6.424573623	6.410821949	6.49588565	6.186595557	6.18564474	6.251945686	6.321558849	6.240592428	6.360475365	6.265823599	6.301001504	6.36952503	6.333568162	6.109450131	6.307494574	6.501915955	6.300348101	6.327308172	6.432039148	6.540494802	6.354080237	6.342287089	6.451627775	6.546062046	6.303463168	6.284470424
hsa-miR-369-5p|MIMAT0001621	6.281456735	6.279398114	6.265989779	6.309858594	6.328171784	6.299933391	6.265004639	6.22036719	6.29958487	6.315408961	6.281195439	6.340742935	6.394686055	6.329945029	6.363092873	6.314879421	6.286521855	6.358259397	6.380077551	6.31408841	6.258055661	6.34813045	6.301228068	6.306709529	6.270220738	6.273601716	6.208102848	6.301218999	6.336682827	6.257839358	6.354556472	6.285409437	6.273071838	6.23686469	6.252044753	6.191518084	6.223002433	6.233520241	6.361494948	6.321952676	6.227363376	6.292880747	6.259169756	6.30396236	6.303259977	6.328360984	6.302258481	6.315870835
hsa-miR-370-3p|MIMAT0000722	7.420879637	7.439697072	7.324029891	7.160072751	7.295991299	7.408498287	7.324783529	7.433524105	7.424994832	7.324358976	7.314791924	7.45951643	7.406785302	7.593834191	7.486238718	7.684749316	7.360198954	7.662302512	7.626529016	7.654053266	7.345662139	7.428690881	7.308648099	7.214635631	7.205264581	7.342230821	7.213130191	7.261704006	7.465741072	7.357973787	7.508632359	7.676652178	7.242680678	7.302704886	7.201240877	7.294164581	7.210045488	7.502311057	7.4196481	7.256114175	7.292357707	7.374707847	7.047128462	7.327575071	7.169942985	7.324091182	7.485660225	7.135451935
hsa-miR-371a-3p|MIMAT0000723	6.466616468	6.586961545	6.59279307	7.224384955	6.617127438	6.644704984	6.459109463	6.467444754	6.572090631	6.579445496	6.589413099	8.368338726	6.810224414	6.603161698	6.591553433	6.602308465	6.499395539	6.712006329	6.517434219	6.584897255	6.595435445	6.661037719	6.768869792	6.647727156	6.535537801	6.584507596	6.536703252	6.500277262	6.592025	6.470541594	6.749778398	6.588660444	6.468089166	6.502253478	6.490974363	6.40130779	6.466936561	6.51811769	6.58794011	6.448163742	6.476375386	6.446259502	6.522295788	6.648236577	6.505066624	6.593635533	6.547830178	6.604206276
hsa-miR-371a-5p|MIMAT0004687	7.484341213	7.204990473	7.595700928	8.285640834	7.564374855	7.994306165	6.963150184	7.547968754	7.819875705	7.479549003	7.634937698	8.267211994	8.03596603	7.747881402	7.635992042	7.272166169	7.642033476	7.333759839	8.001661404	7.647244144	7.174154777	7.697088258	7.630794323	7.868212806	7.630411759	7.751698124	7.538177874	7.895849451	8.896603147	8.936812834	7.597310998	7.896344748	8.185550301	7.597800445	7.308835158	7.54311035	7.869572666	8.20527958	7.298176687	7.654164556	7.697047389	7.911940254	7.655036679	7.67561201	8.321685782	8.108053767	7.718059868	7.951281214
hsa-miR-372-3p|MIMAT0000724	6.365365461	6.477993626	6.276675378	8.201584542	6.328035358	6.328576581	6.404554506	6.239088776	6.316098933	6.2700119	6.308079418	6.301919737	6.328846809	6.366403961	6.300516017	6.266420554	6.287865914	6.262801708	6.18449195	6.238817594	6.442312474	6.296909884	6.358923967	6.374438028	6.299590808	6.359263235	6.153667251	6.320871803	6.365868933	6.263834489	6.36217243	6.346399089	6.294970142	6.161971824	6.276073074	6.188114404	6.210990441	6.25233243	6.237384154	6.256174289	6.412380005	6.360891729	6.218054107	6.280165449	6.329323589	6.209630552	6.210143101	6.329368068
